productividad,edad,sexo,hijos,años_empresa,satisfaccion_equipo,horas_formacion_mes,distancia_oficina_km,departamento,estres_reportado,bono_anual,jornada_continua
27,36,Hombre,No,5,10,0.5,4.0,Marketing,6,1.7,No
26,51,Hombre,No,8,8,1.9,3.3,Operaciones,2,5.9,No
26,63,Mujer,No,3,10,1.1,0.2,Ventas,1,6.3,No
26,38,Hombre,No,26,8,3.0,0.0,Ventas,2,5.4,No
23,26,Mujer,No,10,4,5.8,22.1,IT,7,1.6,No
31,50,Mujer,No,4,8,7.1,5.4,Ventas,2,1.8,No
29,25,Hombre,Sí,24,9,12.5,2.3,IT,3,3.0,No
19,31,Mujer,Sí,16,7,8.5,3.2,Ventas,8,4.1,No
25,38,Mujer,No,19,2,7.5,1.5,Ventas,7,6.6,No
28,31,Mujer,Sí,6,9,4.2,2.1,Ventas,9,5.7,Sí
29,38,Mujer,No,26,8,5.1,5.2,Operaciones,4,3.8,Sí
24,41,Hombre,No,14,5,4.3,10.7,Ventas,7,5.9,No
30,45,Hombre,No,24,3,14.8,1.0,Ventas,1,2.9,No
26,26,Hombre,No,14,7,2.1,9.2,Ventas,2,6.3,No
19,55,Hombre,No,13,2,0.0,0.6,Operaciones,7,3.8,Sí
25,27,Mujer,Sí,12,3,8.4,1.2,RRHH,2,2.0,No
26,23,Hombre,No,10,9,1.8,0.2,RRHH,6,1.0,No
25,34,Mujer,No,27,4,17.7,0.8,Ventas,10,5.9,No
23,64,Mujer,No,12,4,15.7,12.5,RRHH,9,0.2,No
28,64,Hombre,Sí,25,3,0.6,3.1,IT,5,4.4,Sí
17,32,Hombre,Sí,21,5,0.9,0.4,IT,10,1.9,No
22,44,Mujer,Sí,27,3,5.5,16.1,IT,7,1.7,No
30,37,Mujer,No,23,9,7.5,10.6,RRHH,1,3.4,Sí
22,52,Mujer,No,28,3,2.6,7.0,RRHH,8,3.3,Sí
23,32,Hombre,Sí,8,2,10.1,13.6,Operaciones,9,6.7,No
24,37,Hombre,No,9,5,7.2,1.2,Operaciones,5,4.2,No
26,29,Hombre,Sí,3,6,3.1,9.1,Ventas,6,2.6,Sí
15,25,Hombre,No,16,1,0.2,5.9,IT,8,7.7,No
23,61,Mujer,No,13,6,11.1,10.2,Ventas,4,1.7,No
32,25,Mujer,Sí,23,10,1.9,8.0,Operaciones,2,0.8,Sí
28,46,Mujer,No,17,3,14.4,2.1,Ventas,10,3.6,No
21,24,Mujer,No,10,4,4.4,7.4,Operaciones,8,2.1,Sí
29,53,Mujer,No,15,6,6.9,1.5,IT,2,3.8,No
30,24,Hombre,No,0,8,16.5,2.0,IT,5,1.2,No
33,48,Hombre,No,28,9,15.9,0.6,Ventas,6,2.3,No
21,50,Mujer,Sí,6,6,3.7,13.7,IT,5,5.2,No
25,53,Hombre,No,27,7,1.9,1.7,Operaciones,6,6.2,Sí
26,40,Mujer,No,9,5,11.9,3.7,Ventas,6,7.1,No
29,42,Mujer,No,8,9,4.5,2.5,IT,3,1.5,No
18,26,Hombre,Sí,26,4,1.7,16.1,Ventas,3,5.7,No
28,39,Mujer,Sí,30,10,18.8,2.0,IT,9,3.2,Sí
29,49,Mujer,Sí,27,6,1.8,7.5,Ventas,3,2.6,No
25,63,Mujer,Sí,27,5,0.2,9.7,IT,3,4.8,No
20,43,Mujer,Sí,24,1,0.2,2.9,Operaciones,2,6.1,No
27,42,Mujer,No,2,5,7.8,2.4,IT,7,1.2,No
26,27,Hombre,Sí,21,5,8.7,6.9,IT,10,3.1,No
22,22,Hombre,Sí,22,9,3.0,12.2,IT,10,1.8,No
24,26,Mujer,No,13,1,3.1,7.0,Ventas,4,5.1,Sí
25,62,Mujer,Sí,25,5,3.3,1.3,IT,1,3.8,No
27,33,Hombre,Sí,24,7,9.1,11.0,IT,6,4.9,No
27,47,Hombre,Sí,14,6,0.5,2.5,Ventas,5,4.5,Sí
27,55,Mujer,Sí,1,6,21.2,4.3,Marketing,2,2.1,No
23,35,Mujer,No,23,7,2.0,8.9,IT,6,0.8,No
39,47,Mujer,Sí,13,6,30.0,1.0,RRHH,1,4.0,Sí
24,48,Mujer,No,15,5,1.5,7.7,Operaciones,3,4.2,No
35,30,Hombre,No,6,10,11.8,4.5,Ventas,4,4.0,No
24,47,Hombre,No,3,5,2.0,11.2,IT,3,8.6,No
26,43,Mujer,No,17,9,0.7,0.9,IT,6,5.7,No
36,51,Hombre,No,23,8,16.6,2.7,Ventas,4,3.8,Sí
42,64,Hombre,No,26,10,15.7,8.9,RRHH,1,3.4,No
24,38,Hombre,Sí,4,4,4.1,0.1,RRHH,5,7.7,No
26,47,Mujer,Sí,5,4,9.7,0.6,IT,5,4.3,Sí
33,57,Mujer,No,29,10,6.5,23.3,IT,9,2.6,No
26,22,Hombre,Sí,26,5,15.3,1.6,Ventas,8,5.7,Sí
23,29,Hombre,Sí,6,3,3.0,18.6,IT,8,1.7,Sí
32,56,Mujer,No,30,8,5.9,1.0,RRHH,5,0.9,Sí
28,36,No binario,No,14,7,5.3,2.2,IT,8,4.4,Sí
19,43,Hombre,Sí,25,5,3.5,7.0,IT,10,2.8,Sí
29,35,Mujer,No,0,10,17.8,5.4,Marketing,7,1.8,No
25,47,Hombre,Sí,23,3,1.5,4.4,IT,1,1.4,No
20,49,Mujer,No,3,5,1.3,3.8,IT,7,1.4,No
22,44,Hombre,Sí,28,3,6.9,9.3,IT,8,4.9,No
30,35,Hombre,Sí,24,10,8.6,1.3,IT,3,0.9,No
19,45,Mujer,No,0,5,1.7,2.9,Marketing,9,5.4,No
20,23,Mujer,No,10,1,4.0,0.8,Operaciones,8,3.0,No
28,47,Hombre,No,17,6,23.4,4.5,Ventas,2,1.5,No
26,35,Mujer,No,13,10,2.3,1.4,Operaciones,6,9.5,No
19,28,Hombre,Sí,21,4,8.8,2.0,IT,4,2.3,No
25,24,Mujer,No,10,4,10.8,3.2,Marketing,3,3.0,No
28,44,Hombre,Sí,9,8,4.8,0.1,Operaciones,6,7.3,No
25,64,Mujer,Sí,26,2,22.2,0.5,IT,10,2.1,No
17,39,Hombre,Sí,29,4,10.7,5.8,RRHH,9,4.9,No
23,59,Mujer,No,16,2,4.9,2.8,Ventas,2,10.7,No
16,56,Mujer,No,3,1,6.7,10.0,Ventas,10,6.3,No
28,36,Mujer,No,23,10,9.4,5.9,Marketing,10,0.2,Sí
21,46,Mujer,No,14,3,7.2,0.0,Operaciones,10,7.9,No
32,58,Mujer,Sí,25,8,16.9,4.8,Operaciones,5,1.4,No
28,49,Hombre,No,15,6,3.5,0.5,Marketing,6,8.3,No
24,31,Hombre,No,20,7,2.9,7.6,IT,4,3.7,No
21,60,Mujer,Sí,12,2,1.9,23.8,IT,7,4.0,Sí
25,38,Hombre,No,8,6,0.3,3.8,Operaciones,2,7.0,No
26,60,Mujer,Sí,10,8,0.4,5.7,IT,7,3.5,No
32,43,No binario,No,10,8,16.3,1.4,Marketing,2,1.4,No
29,47,Hombre,No,5,4,9.1,2.9,IT,1,1.9,Sí
25,65,Mujer,No,0,6,8.6,9.7,Marketing,5,1.1,No
22,46,Hombre,Sí,21,5,7.6,0.9,IT,2,3.5,No
31,38,Mujer,Sí,5,9,15.1,1.5,Operaciones,8,1.9,No
25,34,Hombre,Sí,12,8,5.2,2.9,IT,8,2.5,No
25,41,Hombre,Sí,21,2,16.3,6.2,Operaciones,1,4.4,No
31,46,Mujer,Sí,23,7,3.6,2.4,Ventas,4,7.8,Sí
28,25,Mujer,No,30,7,20.9,13.1,IT,9,9.0,No
21,31,Mujer,No,21,1,9.6,0.5,Marketing,5,7.9,No
15,24,Mujer,No,4,1,2.4,2.3,Marketing,10,1.1,No
24,62,Hombre,No,14,4,6.6,6.2,Operaciones,6,4.7,No
24,39,Mujer,Sí,26,5,6.1,1.3,Ventas,3,3.2,Sí
19,57,Hombre,No,17,4,1.2,5.3,Ventas,5,3.8,Sí
31,43,Mujer,Sí,19,7,7.2,0.9,IT,1,8.4,Sí
26,55,Mujer,No,13,3,3.0,0.3,Ventas,8,9.8,Sí
23,29,Mujer,No,14,7,0.4,0.6,Operaciones,6,7.7,No
39,61,Mujer,No,25,8,23.8,13.3,Ventas,2,10.6,Sí
27,65,Hombre,Sí,4,6,8.2,4.0,IT,4,1.2,No
30,40,Mujer,No,25,6,16.8,8.0,Ventas,4,5.2,No
22,63,Hombre,No,3,8,9.0,2.0,IT,9,4.1,No
15,62,Mujer,Sí,1,8,3.5,4.5,IT,9,2.3,No
27,58,Hombre,No,6,7,5.8,3.4,Ventas,5,4.5,No
30,27,Mujer,No,9,6,9.0,14.6,IT,3,2.5,Sí
38,47,Mujer,No,15,6,25.8,6.9,IT,1,5.5,Sí
20,55,Hombre,Sí,9,10,2.3,6.6,Operaciones,6,1.4,No
30,27,Hombre,Sí,17,6,16.6,0.2,Ventas,8,2.5,No
31,58,Mujer,Sí,16,8,20.6,4.0,IT,1,2.7,No
29,54,Hombre,Sí,29,1,8.9,3.1,Operaciones,1,2.2,No
25,43,Hombre,Sí,20,5,21.4,13.1,RRHH,7,5.8,Sí
19,42,Hombre,Sí,27,3,4.1,1.5,Operaciones,7,3.6,No
32,27,Hombre,No,12,8,24.5,1.6,Operaciones,2,0.5,No
27,27,Mujer,No,0,6,9.7,2.6,IT,3,4.3,Sí
22,25,Mujer,Sí,0,2,0.3,1.4,Marketing,2,2.1,Sí
33,51,Hombre,Sí,14,7,19.0,0.7,Ventas,6,2.2,No
24,32,Hombre,No,0,7,5.3,9.7,IT,8,6.8,No
27,51,Hombre,Sí,5,5,4.9,4.1,RRHH,8,2.0,No
33,52,Hombre,No,24,8,6.7,9.9,IT,1,8.1,No
19,45,Hombre,No,25,5,1.3,8.9,Marketing,9,2.5,Sí
18,30,Hombre,No,12,1,5.1,1.7,Marketing,8,1.4,No
24,24,Hombre,No,26,9,14.2,4.0,IT,9,1.7,No
20,52,Mujer,No,27,4,0.1,0.4,Operaciones,9,5.5,No
21,61,Hombre,No,0,2,2.5,12.3,IT,6,1.9,No
23,58,Mujer,Sí,4,4,0.0,2.6,Ventas,3,9.1,No
38,57,Mujer,No,30,9,4.3,2.5,Operaciones,1,4.6,No
22,45,Mujer,No,8,2,10.4,1.8,IT,8,3.3,Sí
26,52,Mujer,Sí,29,4,12.8,3.1,RRHH,10,4.0,No
25,27,Mujer,Sí,24,2,23.2,1.5,IT,3,3.7,No
21,23,Mujer,Sí,16,5,7.5,2.3,IT,7,11.3,No
23,41,Mujer,No,15,3,2.4,8.0,RRHH,10,2.3,Sí
37,49,Mujer,Sí,7,10,20.6,9.0,IT,6,6.4,No
26,32,Mujer,Sí,16,2,11.9,1.8,IT,3,1.8,No
28,25,Mujer,Sí,14,9,6.8,3.2,Ventas,6,6.6,No
26,36,Hombre,No,23,5,9.5,10.4,Operaciones,3,0.7,No
33,27,Hombre,Sí,0,10,20.6,0.3,Ventas,9,4.9,No
31,51,Hombre,No,11,5,10.0,11.0,Operaciones,1,9.8,No
15,59,Mujer,No,4,1,3.7,1.2,IT,8,2.5,No
25,23,Mujer,No,23,6,10.0,5.7,Marketing,5,3.1,Sí
26,36,Mujer,No,5,7,0.3,4.4,Operaciones,4,2.7,Sí
21,32,Mujer,Sí,24,1,3.9,4.0,Ventas,1,6.9,Sí
29,29,Hombre,Sí,0,9,4.2,9.8,IT,9,1.5,Sí
26,47,Hombre,No,24,8,1.5,0.5,RRHH,9,6.8,Sí
22,65,Mujer,Sí,0,8,0.2,2.1,RRHH,5,0.5,No
23,26,Mujer,Sí,9,7,1.1,3.9,IT,9,6.5,No
22,27,No binario,No,9,5,8.5,8.3,Marketing,10,1.7,No
18,47,Hombre,Sí,2,3,13.0,1.2,RRHH,9,1.3,No
32,25,Mujer,No,16,9,30.0,8.1,RRHH,7,3.4,No
25,40,Mujer,Sí,18,7,3.4,2.6,RRHH,8,11.3,No
34,41,Mujer,No,27,10,7.3,1.0,IT,1,1.0,Sí
29,54,Mujer,No,10,10,22.1,7.1,Operaciones,4,8.5,No
26,41,Mujer,No,28,8,1.5,0.5,IT,10,2.7,No
22,33,Hombre,Sí,17,6,10.1,3.6,Ventas,10,3.5,No
29,22,Mujer,No,1,5,11.3,0.3,IT,4,2.0,No
25,47,Mujer,No,8,8,0.7,2.2,Ventas,9,5.7,No
28,35,Mujer,No,23,3,15.8,4.6,Ventas,3,0.8,No
31,59,Mujer,Sí,16,7,13.4,4.1,IT,10,2.4,No
23,58,Hombre,No,27,2,0.3,2.6,Ventas,10,3.5,No
23,32,Hombre,No,13,3,0.8,2.8,Marketing,1,6.2,Sí
18,57,No binario,No,3,2,0.4,1.3,Ventas,5,2.9,No
22,34,Mujer,No,28,5,3.3,3.0,Ventas,7,3.7,No
26,64,Mujer,Sí,16,7,5.7,15.3,Ventas,4,1.0,No
26,24,Hombre,No,16,10,6.1,9.5,Ventas,9,3.0,No
26,54,Mujer,No,11,10,2.5,0.8,IT,6,10.4,Sí
26,27,Mujer,No,27,1,19.4,0.2,IT,6,7.8,No
28,31,Mujer,No,19,10,3.7,13.6,Operaciones,3,4.8,No
26,26,Hombre,No,17,9,0.4,3.7,Operaciones,10,5.3,No
15,44,Mujer,No,2,1,2.9,3.9,Operaciones,10,8.0,No
18,31,Mujer,Sí,10,1,6.1,7.6,Ventas,5,1.5,No
30,65,Hombre,Sí,24,10,4.2,1.9,IT,10,1.2,No
22,23,Mujer,No,17,8,2.6,3.3,Ventas,6,10.0,No
22,34,Mujer,No,3,6,1.1,17.3,RRHH,4,2.6,No
33,61,Mujer,Sí,16,6,13.7,5.6,Ventas,3,3.3,Sí
30,23,Mujer,Sí,17,9,30.0,0.8,IT,5,4.5,No
23,41,Hombre,Sí,4,4,3.2,0.7,Ventas,7,4.8,Sí
23,22,Hombre,No,13,8,3.8,1.1,Ventas,6,2.1,No
26,58,Hombre,Sí,9,4,7.7,7.3,Operaciones,2,0.7,No
27,30,Hombre,No,14,2,10.1,1.8,RRHH,1,3.1,Sí
29,38,Mujer,No,0,8,4.0,0.1,RRHH,5,2.7,No
28,30,Hombre,No,15,7,18.8,14.4,IT,5,3.9,Sí
24,32,Mujer,No,10,4,6.6,0.9,Operaciones,6,2.1,No
28,36,No binario,No,22,9,4.8,0.0,Marketing,3,1.9,No
30,45,Mujer,Sí,19,9,8.3,1.4,Operaciones,1,2.0,Sí
30,59,Mujer,No,5,8,24.4,1.3,IT,4,5.3,Sí
25,56,Mujer,No,23,1,12.7,2.7,IT,4,5.3,No
23,51,Mujer,No,28,7,0.3,12.7,Marketing,10,3.7,No
30,52,Hombre,Sí,21,5,3.2,10.6,IT,2,3.1,Sí
25,26,Hombre,Sí,15,7,5.1,3.1,Operaciones,8,5.5,No
29,65,Mujer,Sí,29,9,3.0,2.6,Operaciones,6,2.4,Sí
23,35,Mujer,Sí,1,2,9.6,4.0,IT,3,9.3,No
30,32,Mujer,No,0,4,14.0,1.4,IT,1,1.0,No
27,30,Mujer,Sí,23,4,10.5,0.3,IT,3,5.9,Sí
34,55,Mujer,No,23,2,30.0,14.0,Operaciones,8,3.9,Sí
22,33,Hombre,Sí,8,3,2.5,1.0,Marketing,4,1.5,No
34,56,No binario,Sí,21,8,16.6,1.1,Ventas,3,0.5,Sí
27,56,Mujer,No,11,9,11.6,3.2,IT,4,6.1,Sí
20,22,Hombre,Sí,16,6,3.6,3.4,Ventas,4,1.3,No
36,61,Mujer,Sí,29,10,10.6,0.1,RRHH,2,7.5,No
19,43,Hombre,No,24,2,0.9,0.8,IT,4,1.8,No
20,50,Mujer,No,27,2,12.5,2.4,IT,9,3.7,No
26,29,Mujer,Sí,28,7,6.1,5.8,RRHH,4,3.3,No
27,32,Hombre,No,14,8,2.8,1.3,Ventas,1,3.3,No
31,62,Mujer,No,29,8,8.5,2.7,Ventas,1,2.3,No
25,58,Mujer,No,18,6,8.2,4.1,IT,1,3.9,No
22,35,Hombre,Sí,26,10,1.9,11.0,Ventas,5,3.1,No
24,51,Hombre,Sí,21,8,0.2,2.0,IT,6,2.1,No
20,56,Mujer,Sí,9,1,4.5,0.7,Operaciones,6,3.4,Sí
32,42,Hombre,Sí,28,9,6.7,3.4,RRHH,6,7.8,Sí
26,58,Hombre,No,25,1,16.7,6.9,Operaciones,9,1.9,Sí
25,26,Hombre,No,30,3,21.1,0.6,Operaciones,1,3.4,No
25,40,Hombre,No,26,9,6.0,2.8,IT,10,7.6,No
21,35,Mujer,Sí,11,5,11.2,0.1,IT,6,5.2,Sí
25,47,Mujer,No,13,9,4.6,0.2,Ventas,8,3.1,No
25,25,Hombre,Sí,30,9,11.0,3.3,RRHH,8,4.2,No
25,46,Mujer,No,8,6,1.8,1.8,Marketing,3,0.7,No
26,63,Hombre,No,26,1,3.7,9.3,Ventas,5,2.5,No
30,46,Mujer,No,12,10,8.0,4.6,IT,10,0.7,No
21,39,No binario,No,2,7,0.1,3.0,IT,4,1.3,No
28,61,Hombre,Sí,20,6,10.3,2.6,IT,1,3.4,No
29,29,Mujer,No,28,9,14.4,3.4,Operaciones,9,2.9,No
26,60,Mujer,No,13,7,4.1,0.2,IT,5,3.6,No
26,61,Hombre,No,20,4,4.8,11.2,Operaciones,2,2.1,No
33,35,Hombre,No,9,7,15.2,31.9,IT,2,2.2,No
23,53,Hombre,No,15,2,12.0,1.0,Marketing,7,6.0,Sí
21,59,Mujer,Sí,6,6,2.7,0.6,Operaciones,4,3.2,No
25,54,No binario,No,3,6,3.1,0.8,Operaciones,1,14.3,Sí
21,44,Mujer,Sí,26,2,9.1,5.4,Ventas,5,3.1,Sí
26,36,Mujer,No,19,4,6.6,5.4,Ventas,2,1.8,Sí
27,54,Mujer,No,22,8,1.4,9.4,IT,7,1.5,No
23,46,Mujer,Sí,24,8,3.0,7.0,IT,9,5.4,Sí
32,38,Mujer,No,30,8,18.4,3.0,Marketing,1,2.8,No
27,54,Hombre,Sí,10,8,9.3,4.7,Operaciones,2,10.4,No
26,23,Mujer,No,15,1,30.0,5.8,Ventas,6,1.6,No
26,35,Mujer,No,19,2,11.7,3.6,IT,8,6.7,No
27,61,Hombre,No,3,4,22.8,3.2,Ventas,7,8.7,Sí
27,61,Mujer,No,21,9,1.9,5.2,Operaciones,9,5.1,No
34,60,Hombre,No,21,3,11.8,4.1,Operaciones,2,2.3,Sí
18,27,Mujer,Sí,22,6,0.2,5.2,IT,9,4.2,No
28,27,Mujer,No,30,7,8.9,4.7,Ventas,4,1.4,Sí
25,24,Hombre,No,16,8,5.1,6.4,RRHH,3,4.3,No
27,28,Hombre,Sí,12,7,3.4,5.1,Marketing,7,1.1,Sí
23,29,Hombre,Sí,10,3,15.9,3.7,IT,5,10.9,No
32,63,Mujer,Sí,29,6,15.4,5.7,Operaciones,5,15.0,Sí
23,36,Hombre,Sí,2,5,0.2,3.0,Operaciones,2,2.2,No
26,50,Mujer,No,8,10,7.5,1.4,IT,6,3.2,No
16,54,Hombre,No,5,4,3.7,0.0,IT,6,9.8,No
24,51,No binario,No,21,1,4.3,4.1,IT,4,1.7,No
28,60,Mujer,Sí,20,7,14.3,4.5,IT,5,6.3,No
25,48,Mujer,Sí,10,8,3.0,17.9,IT,7,4.5,Sí
25,57,Mujer,Sí,15,2,22.9,2.2,IT,8,1.1,No
23,50,Mujer,No,18,7,1.6,2.5,Ventas,6,6.3,Sí
28,59,Mujer,No,26,6,8.7,1.1,IT,5,3.1,No
22,54,Hombre,No,4,5,8.9,0.4,Ventas,3,3.3,Sí
21,58,Hombre,No,13,4,2.3,7.4,IT,7,0.3,No
24,48,Hombre,No,16,2,3.1,1.4,Marketing,8,3.4,No
29,54,Hombre,No,2,10,14.4,4.7,Marketing,3,8.0,No
25,25,Hombre,No,3,6,11.5,5.8,IT,5,6.9,No
26,43,Mujer,No,15,5,3.2,3.2,IT,2,1.1,Sí
23,23,No binario,Sí,15,2,6.1,10.5,RRHH,10,4.6,Sí
22,31,Hombre,No,20,10,0.5,2.9,IT,10,8.9,No
19,26,Mujer,No,25,7,1.9,1.7,Operaciones,4,4.4,No
20,31,Hombre,No,24,6,5.3,11.3,IT,4,0.6,No
22,54,Mujer,Sí,3,9,0.7,9.9,Marketing,8,3.1,No
35,59,Mujer,No,18,10,14.8,0.9,Ventas,3,7.7,No
28,34,Mujer,No,25,5,10.1,0.1,Marketing,5,3.6,Sí
36,52,No binario,Sí,16,9,23.0,0.5,Operaciones,5,3.4,No
32,57,Hombre,No,12,9,9.5,1.7,Operaciones,2,2.6,No
25,45,Mujer,Sí,25,1,22.6,17.9,Operaciones,9,6.6,No
18,36,Mujer,Sí,21,5,6.5,4.1,IT,4,4.3,No
32,50,Hombre,Sí,22,9,7.3,2.3,IT,9,2.3,Sí
25,29,Mujer,Sí,25,7,30.0,11.0,IT,9,2.9,No
30,26,Hombre,No,30,6,8.2,3.0,IT,2,12.4,No
22,50,Mujer,Sí,23,6,0.3,1.9,Ventas,9,1.6,Sí
21,25,Hombre,Sí,27,7,10.3,14.2,Operaciones,9,1.0,Sí
25,33,Hombre,Sí,0,1,18.9,9.5,Operaciones,2,0.2,No
24,23,Mujer,Sí,11,4,12.7,9.3,IT,6,0.6,No
17,48,Mujer,Sí,3,1,7.0,3.6,IT,9,3.1,Sí
24,52,Hombre,No,10,6,8.9,7.8,Ventas,4,6.4,No
34,57,Hombre,Sí,4,4,30.0,1.0,Marketing,2,10.2,Sí
20,57,Mujer,No,1,1,0.8,4.3,IT,7,2.5,No
26,47,Hombre,No,16,9,8.8,20.6,Operaciones,9,2.8,Sí
21,64,Hombre,Sí,7,4,2.7,1.7,Marketing,6,4.7,No
26,48,Mujer,No,5,6,8.2,7.9,Marketing,4,2.7,Sí
27,26,Mujer,Sí,20,7,7.5,3.4,IT,1,3.7,No
25,41,Hombre,Sí,28,8,1.3,0.2,Ventas,4,4.3,Sí
29,32,Mujer,Sí,8,9,1.9,7.2,Operaciones,3,6.6,No
27,31,Mujer,Sí,12,9,7.8,0.9,Marketing,7,1.5,Sí
23,61,Mujer,No,10,8,1.1,5.0,Operaciones,10,2.9,Sí
30,59,Mujer,No,28,10,2.5,0.4,IT,5,6.6,No
28,27,Hombre,Sí,15,3,14.4,14.7,Marketing,3,2.1,No
23,29,Hombre,No,15,2,3.2,1.7,Ventas,2,2.1,Sí
28,44,Hombre,Sí,26,5,5.4,1.3,Marketing,2,0.7,Sí
28,47,Mujer,No,1,1,22.7,0.7,RRHH,5,4.3,Sí
19,64,Hombre,Sí,9,3,2.1,14.6,RRHH,8,4.5,No
21,33,Mujer,Sí,11,1,3.9,6.2,RRHH,8,1.7,No
25,47,Hombre,Sí,7,3,7.5,6.8,Ventas,5,0.2,No
23,34,Hombre,Sí,10,4,11.3,3.5,Operaciones,2,3.2,No
35,61,Mujer,No,29,7,18.6,3.2,Operaciones,4,14.6,No
32,39,Hombre,No,9,5,19.8,0.6,Ventas,7,5.9,No
25,46,Hombre,Sí,12,5,12.0,4.1,Operaciones,6,3.1,No
22,54,Mujer,No,24,1,2.1,1.4,IT,10,4.0,No
19,61,Hombre,No,16,8,0.2,18.9,Marketing,7,2.6,Sí
19,64,Mujer,No,6,4,3.9,8.0,IT,5,0.8,No
33,33,Mujer,Sí,23,10,1.2,2.7,Operaciones,2,2.9,No
23,65,Hombre,No,2,5,9.9,0.8,Ventas,8,2.4,No
29,57,Mujer,No,29,2,8.7,7.7,IT,2,2.4,Sí
21,25,Mujer,No,19,1,0.4,0.7,IT,8,1.9,No
25,26,Hombre,Sí,12,9,14.5,1.0,IT,7,2.4,No
26,58,Hombre,Sí,18,2,2.3,1.2,Marketing,3,0.9,No
23,29,Hombre,Sí,6,6,4.5,4.1,Ventas,4,1.3,No
20,63,Mujer,No,8,1,8.8,7.7,Marketing,7,6.5,No
18,49,Hombre,No,18,1,4.5,1.9,Operaciones,4,6.6,No
24,52,Mujer,Sí,12,9,4.7,0.4,RRHH,9,7.6,No
23,30,Mujer,No,21,4,0.5,3.1,Operaciones,7,0.5,No
28,50,Mujer,No,7,9,4.1,6.9,IT,1,0.6,No
29,35,Hombre,No,21,5,11.6,1.3,IT,1,4.6,No
30,61,Hombre,No,17,7,19.7,1.2,IT,4,2.9,No
23,62,Mujer,No,28,1,4.3,14.7,Ventas,9,5.9,No
27,43,Hombre,Sí,22,6,4.4,15.4,Operaciones,4,2.6,No
27,32,Hombre,No,1,8,9.7,23.3,Ventas,5,3.0,No
28,44,Hombre,Sí,17,1,22.9,8.2,Operaciones,1,0.8,Sí
26,22,Hombre,Sí,17,9,2.5,1.0,Ventas,2,1.4,Sí
22,58,Mujer,Sí,10,3,4.6,1.2,RRHH,4,3.7,Sí
19,42,Hombre,Sí,30,1,12.7,2.1,Ventas,4,6.0,No
19,47,Hombre,Sí,0,1,7.5,1.9,Ventas,10,11.0,No
25,57,Hombre,Sí,13,6,0.9,15.7,Marketing,6,3.2,Sí
21,44,Mujer,No,15,6,7.9,7.8,IT,6,2.8,No
21,22,Mujer,Sí,10,1,1.7,6.4,Marketing,8,4.9,Sí
19,61,Hombre,No,0,3,5.7,1.0,IT,9,6.5,Sí
28,36,Mujer,Sí,29,7,6.0,12.0,Ventas,1,2.3,No
33,42,Mujer,No,6,10,16.7,8.8,Operaciones,1,3.6,No
21,30,Mujer,No,30,3,5.0,0.9,IT,6,3.2,No
20,30,Mujer,Sí,28,3,2.6,10.2,Marketing,4,1.0,No
24,31,Hombre,No,15,3,2.1,1.6,IT,4,2.7,No
34,47,Hombre,No,29,7,16.6,0.4,Marketing,1,0.9,Sí
24,62,Hombre,No,13,4,1.5,5.3,IT,9,2.1,Sí
28,56,Hombre,No,14,4,4.4,5.3,Ventas,3,0.9,No
22,46,No binario,No,13,3,1.7,0.5,IT,5,0.3,No
29,47,Hombre,No,27,10,11.9,1.9,IT,10,3.4,No
30,32,Hombre,No,20,9,5.1,24.7,IT,1,2.4,No
15,59,Mujer,Sí,10,2,3.5,5.7,Marketing,8,0.9,Sí
20,23,Mujer,No,15,4,3.6,6.5,Marketing,3,0.3,No
28,28,Hombre,Sí,18,8,15.3,1.2,Ventas,1,1.6,No
25,39,Hombre,No,16,6,6.5,0.4,IT,10,6.9,No
28,48,Hombre,Sí,26,7,10.1,1.6,IT,6,1.7,No
37,55,Mujer,No,25,7,18.2,1.4,Ventas,1,0.1,No
30,48,Hombre,No,5,2,18.6,1.3,Ventas,3,5.2,No
18,38,Hombre,Sí,10,4,3.2,1.1,Ventas,5,1.5,No
30,64,Mujer,Sí,16,10,24.4,4.3,Operaciones,4,1.5,No
26,65,Hombre,No,8,10,0.2,2.0,Marketing,7,0.9,Sí
21,45,Mujer,No,17,6,3.8,8.6,Ventas,6,0.8,No
23,46,Mujer,No,16,3,18.1,1.0,Ventas,3,2.3,No
20,28,Hombre,Sí,30,9,2.6,3.1,Marketing,8,1.9,No
17,27,Mujer,No,11,4,2.6,0.1,IT,8,4.8,Sí
29,45,Mujer,No,22,10,2.9,3.3,RRHH,2,1.9,Sí
26,54,Hombre,Sí,21,2,7.6,0.3,Operaciones,7,6.1,Sí
26,50,Mujer,Sí,21,6,4.6,19.0,IT,1,4.2,No
33,64,Mujer,No,29,1,10.4,7.8,Ventas,2,9.0,Sí
25,43,Mujer,Sí,4,6,18.0,3.4,RRHH,8,3.0,No
32,47,Hombre,Sí,10,10,9.0,0.5,Operaciones,1,10.6,No
20,49,No binario,No,3,1,1.8,4.5,IT,2,1.4,No
33,42,Hombre,Sí,26,8,21.6,7.1,Marketing,1,1.6,No
23,28,Hombre,No,3,5,2.5,1.1,IT,5,3.8,No
24,38,Hombre,Sí,2,6,1.3,4.2,IT,7,2.3,No
22,41,Hombre,No,25,2,0.8,8.4,Marketing,6,8.1,No
31,62,Mujer,No,23,2,6.6,7.3,Operaciones,6,3.8,Sí
